bib_key,entry_type,title,authors,year,venue,doi,url
Seff2023MotionLM,inproceedings,MotionLM: Multi-Agent Motion Forecasting as Language Modeling,Ari Seff and Brian Cera and Dian Chen and Mason Ng and Aurick Zhou and Nigamaa Nayakanti and Khaled S. Refaat and Rami Al-Rfou and Benjamin Sapp,2023,Proceedings of the IEEE/CVF International Conference on Computer Vision,,https://openaccess.thecvf.com/content/ICCV2023/html/Seff_MotionLM_Multi-Agent_Motion_Forecasting_as_Language_Modeling_ICCV_2023_paper.html
Hu2023UniAD,inproceedings,Planning-Oriented Autonomous Driving,Yihan Hu and Jiazhi Yang and Li Chen and Keyu Li and Chonghao Sima and Xizhou Zhu and Siqi Chai and Senyao Du and Tianwei Lin and Wenhai Wang and Lewei Lu and Xiaosong Jia and Qiang Liu and Jifeng Dai and Yu Qiao and Hongyang Li,2023,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,https://openaccess.thecvf.com/content/CVPR2023/html/Hu_Planning-Oriented_Autonomous_Driving_CVPR_2023_paper.html
Huang2023GameFormer,inproceedings,GameFormer: Game-Theoretic Modeling and Learning of Transformer-Based Interactive Prediction and Planning for Autonomous Driving,Zhiyu Huang and Haochen Liu and Chen Lv,2023,Proceedings of the IEEE/CVF International Conference on Computer Vision,,https://openaccess.thecvf.com/content/ICCV2023/html/Huang_GameFormer_Game-theoretic_Modeling_and_Learning_of_Transformer-based_Interactive_Prediction_and_ICCV_2023_paper.html
Lu2026ActiveAD,inproceedings,ActiveAD: Planning-Oriented Active Learning for End-to-End Autonomous Driving,Han Lu and Xiaosong Jia and Yichen Xie and Siyu Sun and Wenlong Liao and Xiaokang Yang and Junchi Yan,2026,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,https://openaccess.thecvf.com/content/CVPR2026/html/Lu_ActiveAD_Planning-Oriented_Active_Learning_for_End-to-End_Autonomous_Driving_CVPR_2026_paper.html
Nachkov2026DifferentiablePlanning,inproceedings,Autonomous Vehicle Path Planning by Searching with Differentiable Simulation,Asen Nachkov and Jan-Nico Zaech and Danda Pani Paudel and Xi Wang and Luc Van Gool,2026,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v40i22.38917,https://doi.org/10.1609/aaai.v40i22.38917
Wiederer2023JOODU,inproceedings,Joint Out-of-Distribution Detection and Uncertainty Estimation for Trajectory Prediction,Julian Wiederer and Julian Schmidt and Ulrich Kressel and Klaus Dietmayer and Vasileios Belagiannis,2023,Proceedings of the IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros55552.2023.10341616,https://doi.org/10.1109/IROS55552.2023.10341616
Yang2023PredictionFailureRisk,article,Prediction Failure Risk-Aware Decision-Making for Autonomous Vehicles on Signalized Intersections,Kai Yang and Boqi Li and Wenbo Shao and Xiaolin Tang and Xiaochuan Liu and Hong Wang,2023,IEEE Transactions on Intelligent Transportation Systems,10.1109/tits.2023.3288507,https://doi.org/10.1109/TITS.2023.3288507
Lindemann2023SafePlanningCP,article,Safe Planning in Dynamic Environments Using Conformal Prediction,Lars Lindemann and Matthew Cleaveland and Gihyun Shim and George J. Pappas,2023,IEEE Robotics and Automation Letters,10.1109/lra.2023.3292071,https://doi.org/10.1109/LRA.2023.3292071
Wang2025Argus,inproceedings,Argus: Resilience-Oriented Safety Assurance Framework for End-to-End ADSs,Dingji Wang and You Lu and Bihuan Chen and Shuo Hao and Haowen Jiang and Yifan Tian and Xin Peng,2025,Proceedings of the 40th IEEE/ACM International Conference on Automated Software Engineering,10.1109/ase63991.2025.00010,https://doi.org/10.1109/ASE63991.2025.00010
Cui2026CTRAIL,article,C-TRAIL: A Commonsense World Framework for Trajectory Planning in Autonomous Driving,Zhihong Cui and Haoran Tang and Tianyi Li and Yushuai Li and Peiyuan Guan and Amir Taherkordi and Tor Skeie,2026,IEEE Transactions on Vehicular Technology,10.1109/tvt.2026.3682668,https://doi.org/10.1109/TVT.2026.3682668
Huang2026BayesianGamePlanning,article,Integrated Decision Making and Trajectory Planning for Autonomous Driving Under Multimodal Uncertainties: A Bayesian Game Approach,Zhenmin Huang and Tong Li and Shaojie Shen and Jun Ma,2026,IEEE Transactions on Vehicular Technology,10.1109/tvt.2026.3686368,https://doi.org/10.1109/TVT.2026.3686368
Li2026PredictionPlanningSurvey,article,Ranging from Prediction to Planning via Machine Learning Approaches for Autonomous Driving: A Survey,Ding Li and Qichao Zhang and Dongbin Zhao,2026,Artificial Intelligence Review,10.1007/s10462-026-11604-8,https://doi.org/10.1007/s10462-026-11604-8
Lu2025RiskAssessmentSurvey,article,"Risk Assessment in Autonomous Driving: A Comprehensive Survey of Risk Sources, Methodologies, and System Architectures",Dongyuan Lu and Haoyang Du and Zhengfei Wu and Shuo Yang,2025,Autonomous Intelligent Systems,10.1007/s43684-025-00112-1,https://doi.org/10.1007/s43684-025-00112-1
AbdelMadjid2026TrajectoryPredictionSurvey,article,"Trajectory Prediction for Autonomous Driving: Progress, Limitations, and Future Directions",Nadya Abdel Madjid and Abdulrahman Ahmad and Murad Mebrahtu and Yousef Babaa and Abdelmoamen Nasser and Sumbal Malik and Bilal Hassan and Naoufel Werghi and Jorge Dias and Majid Khonji,2026,Information Fusion,10.1016/j.inffus.2025.103588,https://doi.org/10.1016/j.inffus.2025.103588
Wang2025UQSOTIFSurvey,article,Uncertainty Quantification for Safety of the Intended Functionality of Autonomous Driving: A Comprehensive Survey,Ke Wang and Qi Ma and Yuhao Jiang and Jianbo Lu,2025,IEEE Transactions on Instrumentation and Measurement,10.1109/tim.2025.3602549,https://doi.org/10.1109/TIM.2025.3602549
Hsu2024SafetyFilterSurvey,article,The Safety Filter: A Unified View of Safety-Critical Control in Autonomous Systems,Kai-Chieh Hsu and Haimin Hu and Jaime F. Fisac,2024,"Annual Review of Control, Robotics, and Autonomous Systems",10.1146/annurev-control-071723-102940,https://doi.org/10.1146/annurev-control-071723-102940
Araujo2024UncertaintyPerceptionReview,article,The Road to Safety: A Review of Uncertainty and Applications to Autonomous Driving Perception,Bernardo Ara\'ujo and Jo\~ao F. Teixeira and Joaquim Fonseca and Ricardo Cerqueira and Sofia C. Beco,2024,Entropy,10.3390/e26080634,https://doi.org/10.3390/e26080634
Huang2022TrajectoryPredictionSurvey,article,A Survey on Trajectory-Prediction Methods for Autonomous Driving,Yanjun Huang and Jiatong Du and Ziru Yang and Zewei Zhou and Lin Zhang and Hong Chen,2022,IEEE Transactions on Intelligent Vehicles,10.1109/tiv.2022.3167103,https://doi.org/10.1109/TIV.2022.3167103
Mozaffari2022VehicleBehaviorReview,article,Deep Learning-Based Vehicle Behavior Prediction for Autonomous Driving Applications: A Review,Sajjad Mozaffari and Omar Y. Al-Jarrah and Mehrdad Dianati and Paul Jennings and Alexandros Mouzakitis,2022,IEEE Transactions on Intelligent Transportation Systems,10.1109/tits.2020.3012034,https://doi.org/10.1109/TITS.2020.3012034
Teng2023MotionPlanningSurvey,article,Motion Planning for Autonomous Driving: The State of the Art and Future Perspectives,Siyu Teng and Xuemin Hu and Peng Deng and Bai Li and Yuchen Li and Yunfeng Ai and Dongsheng Yang and Lingxi Li and Zhe Xuanyuan and Fenghua Zhu and Long Chen,2023,IEEE Transactions on Intelligent Vehicles,10.1109/tiv.2023.3274536,https://doi.org/10.1109/TIV.2023.3274536
Ghraizi2023DecisionMakingOverview,article,An Overview of Decision-Making in Autonomous Vehicles,Dany Ghraizi and Reine Talj and Clovis Francis,2023,IFAC-PapersOnLine,10.1016/j.ifacol.2023.10.793,https://doi.org/10.1016/j.ifacol.2023.10.793
Zhou2022LongitudinalPlanningReview,article,Review of Learning-Based Longitudinal Motion Planning for Autonomous Vehicles: Research Gaps Between Self-Driving and Traffic Congestion,Hao Zhou and Jorge Laval and Anye Zhou and Yu Wang and Wenchao Wu and Zhu Qing and Srinivas Peeta,2022,Transportation Research Record,10.1177/03611981211035764,https://doi.org/10.1177/03611981211035764
Xu2026ODCSurvey,article,Ensuring Safe Operation of Autonomous Vehicle: A Comprehensive Survey of Operational Design Condition,Haowei Xu and Yang Li and Hongmao Qin and Yougang Bian and Shu Jiang and Wenwei Que and Jianzuo Man,2026,Accident Analysis and Prevention,10.1016/j.aap.2025.108366,https://doi.org/10.1016/j.aap.2025.108366
Schwarting2018PlanningDecisionReview,article,Planning and Decision-Making for Autonomous Vehicles,Wilko Schwarting and Javier Alonso-Mora and Daniela Rus,2018,"Annual Review of Control, Robotics, and Autonomous Systems",10.1146/annurev-control-060117-105157,https://doi.org/10.1146/annurev-control-060117-105157
Dong2025RuntimeAssuranceSurvey,article,Survey of Research Status and Development of Runtime Assurance Technology,Lei Dong and Qi Wang and Xi Chen and Jiachen Liu,2025,Journal of Computer Applications,10.11772/j.issn.1001-9081.2024030318,https://doi.org/10.11772/j.issn.1001-9081.2024030318
Liang2026CornerCaseOverview,article,Corner Case Detection and Generation for Autonomous Driving: An Overview,Yunji Liang and Junteng Liu and Xiaokai Yan and Xiaolong Zheng and Lei Tang and Luwen Huangfu and Sagar Samtani and Zhiwen Yu,2026,IEEE Transactions on Intelligent Transportation Systems,10.1109/tits.2026.3688488,https://doi.org/10.1109/TITS.2026.3688488
Petersen2015SystematicMapping,article,Guidelines for Conducting Systematic Mapping Studies in Software Engineering: An Update,Kai Petersen and Sairam Vakkalanka and Ludwik Kuzniarz,2015,Information and Software Technology,10.1016/j.infsof.2015.03.007,https://doi.org/10.1016/j.infsof.2015.03.007
Page2021PRISMA2020,article,The PRISMA 2020 Statement: An Updated Guideline for Reporting Systematic Reviews,Matthew J. Page and Joanne E. McKenzie and Patrick M. Bossuyt and Isabelle Boutron and Tammy C. Hoffmann and Cynthia D. Mulrow and Larissa Shamseer and Jennifer M. Tetzlaff and Elie A. Akl and Sue E. Brennan and Roger Chou and Julie Glanville and Jeremy M. Grimshaw and Asbjørn Hr\'objartsson and Manoj M. Lalu and Tianjing Li and Elizabeth W. Loder and Evan Mayo-Wilson and Steve McDonald and Luke A. McGuinness and Lesley A. Stewart and James Thomas and Andrea C. Tricco and Vivian A. Welch and Penny Whiting and David Moher,2021,BMJ,10.1136/bmj.n71,https://doi.org/10.1136/bmj.n71
Rethlefsen2021PRISMAS,article,PRISMA-S: An Extension to the PRISMA Statement for Reporting Literature Searches in Systematic Reviews,Melissa L. Rethlefsen and Shona Kirtley and Siw Waffenschmidt and Ana Patricia Ayala and David Moher and Matthew J. Page and Jonathan B. Koffel and PRISMA-S Group,2021,Systematic Reviews,10.1186/s13643-020-01542-z,https://doi.org/10.1186/s13643-020-01542-z
Wohlin2014Snowballing,inproceedings,Guidelines for Snowballing in Systematic Literature Studies and a Replication in Software Engineering,Claes Wohlin,2014,Proceedings of the 18th International Conference on Evaluation and Assessment in Software Engineering,10.1145/2601248.2601268,https://doi.org/10.1145/2601248.2601268
Shao2024UncertaintyAwarePlanning,article,"Uncertainty-Aware Prediction and Application in Planning for Autonomous Driving: Definitions, Methods, and Comparison",Wenbo Shao and Jiahui Xu and Zhong Cao and Hong Wang and Jun Li,2024,arXiv preprint arXiv:2403.02297,,https://arxiv.org/abs/2403.02297
Michelmore2020UQGuaranteesDriving,inproceedings,Uncertainty Quantification with Statistical Guarantees in End-to-End Autonomous Driving Control,Rhiannon Michelmore and Matthew Wicker and Luca Laurenti and Luca Cardelli and Yarin Gal and Marta Kwiatkowska,2020,Proceedings of the IEEE International Conference on Robotics and Automation,10.1109/icra40945.2020.9196844,https://doi.org/10.1109/ICRA40945.2020.9196844
Kendall2017BayesianUncertainty,inproceedings,What Uncertainties Do We Need in Bayesian Deep Learning for Computer Vision?,Alex Kendall and Yarin Gal,2017,Advances in Neural Information Processing Systems,,https://proceedings.neurips.cc/paper_files/paper/2017/hash/2650d6089a6d640c5e85b2b88265dc2b-Abstract.html
Guo2026RealtimeOODTrajectory,article,Building Real-Time Awareness of Out-of-Distribution in Trajectory Prediction for Autonomous Vehicles,Tongfei Guo and Taposh Banerjee and Rui Liu and Lili Su,2026,ACM Transactions on Cyber-Physical Systems,10.1145/3803009,https://doi.org/10.1145/3803009
Ovadia2019UncertaintyShift,inproceedings,Can You Trust Your Model's Uncertainty? Evaluating Predictive Uncertainty Under Dataset Shift,Yaniv Ovadia and Emily Fertig and Jie Ren and Zachary Nado and D. Sculley and Sebastian Nowozin and Joshua V. Dillon and Balaji Lakshminarayanan and Jasper Snoek,2019,Advances in Neural Information Processing Systems,,https://proceedings.neurips.cc/paper_files/paper/2019/hash/8558cb408c1d76621371888657d2eb1d-Abstract.html
Dixit2023AdaptiveConformalPlanning,inproceedings,Adaptive Conformal Prediction for Motion Planning among Dynamic Agents,Anushri Dixit and Lars Lindemann and Skylar X. Wei and Matthew Cleaveland and George J. Pappas and Joel W. Burdick,2023,Proceedings of the 5th Annual Learning for Dynamics and Control Conference,,https://proceedings.mlr.press/v211/dixit23a.html
Qiu2026Intention,article,An Intention-Driven Lane Change Framework Considering Heterogeneous Dynamic Cooperation in Mixed-Traffic Environments,"Qiu, Xiaoyun and Liu, Haichao and Pan, Yue and Ma, Jun and Zheng, Xinhu",2026,IEEE Transactions on Intelligent Transportation Systems,10.1109/tits.2026.3690192,https://doi.org/10.1109/tits.2026.3690192
Banaie2025Decision,inproceedings,Decision-Making Under Deception at Intersections: A Bayesian Game Approach,"Banaie, Fatemeh and Babaei, Esmaeil and Parkinson, Simon and Vallati, Mauro",2025,2025 IEEE 28th International Conference on Intelligent Transportation Systems (ITSC),10.1109/itsc60802.2025.11423178,https://doi.org/10.1109/itsc60802.2025.11423178
Tang2019Towards,inproceedings,Towards Learning Multi-Agent Negotiations via Self-Play,"Tang, Yichuan",2019,"Proceedings - 2019 International Conference on Computer Vision Workshop, ICCVW 2019",10.1109/iccvw.2019.00297,https://doi.org/10.1109/iccvw.2019.00297
Ahn2022SafeMotionScenario,article,Safe Motion Planning Against Multimodal Distributions Based on a Scenario Approach,Heejin Ahn and Colin Chen and Ian M. Mitchell and Maryam Kamgarpour,2022,IEEE Control Systems Letters,10.1109/lcsys.2021.3089641,https://doi.org/10.1109/LCSYS.2021.3089641
Ren2023MultimodalChancePlanning,article,Chance-Constrained Trajectory Planning with Multimodal Environmental Uncertainty,Kai Ren and Heejin Ahn and Maryam Kamgarpour,2023,IEEE Control Systems Letters,10.1109/lcsys.2022.3186269,https://doi.org/10.1109/LCSYS.2022.3186269
Bhatt2026UNCAP,inproceedings,UNCAP: Uncertainty-Guided Neurosymbolic Planning Using Natural Language Communication for Cooperative Autonomous Vehicles,Neel P. Bhatt and Po-Han Li and Kushagra Gupta and Rohan Siva and Daniel Milan and Alexander T. Hogue and Sandeep P. Chinchali and David Fridovich-Keil and Zhangyang Wang and Ufuk Topcu,2026,Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,10.65109/whre3513,https://doi.org/10.65109/whre3513
Borg2023SMIRKSafetyCase,article,"Ergo, SMIRK Is Safe: A Safety Case for a Machine Learning Component in a Pedestrian Automatic Emergency Brake System","Markus Borg and Jens Henriksson and Kasper Socha and Olof Lennartsson and Elias Sonnsj\""o L\""onegren and Thanh Bui and Piotr Tomaszewski and Sankar Raman Sathyamoorthy and Sebastian Brink and Mahshid Helali Moghadam",2023,Software Quality Journal,10.1007/s11219-022-09613-1,https://doi.org/10.1007/s11219-022-09613-1
Wang2024Application,article,"The Application of Driver Models in the Safety Assessment of Autonomous Vehicles: Perspectives, Insights, Prospects",C. Wang and F. Guo and R. Yu and L. Wang and Y. Zhang,2024,IEEE Transactions on Intelligent Vehicles,10.1109/tiv.2023.3333796,https://doi.org/10.1109/tiv.2023.3333796
Wang2019Location,inproceedings,Location Anomalies Detection for Connected and Autonomous Vehicles,"Wang, Xiaoyang and Mavromatis, Ioannis and Tassi, Andrea and Santos-Rodríguez, Raul and Piechocki, Robert J.",2019,"2019 IEEE 2nd Connected and Automated Vehicles Symposium, CAVS 2019 - Proceedings",10.1109/cavs.2019.8887778,https://doi.org/10.1109/cavs.2019.8887778
Santhosh2020Anomaly,article,Anomaly Detection in Road Traffic Using Visual Surveillance,K. K. Santhosh and D. P. Dogra and P. P. Roy,2020,arXiv (Cornell University),10.1145/3417989,https://doi.org/10.1145/3417989
Lefkopoulos2019ChanceTrajectory,inproceedings,Using Uncertainty Data in Chance-Constrained Trajectory Planning,Vasileios Lefkopoulos and Maryam Kamgarpour,2019,Proceedings of the 18th European Control Conference,10.23919/ecc.2019.8795823,https://doi.org/10.23919/ECC.2019.8795823
Lefkopoulos2021FiniteSampleTrajectory,article,Trajectory Planning under Environmental Uncertainty with Finite-Sample Safety Guarantees,Vasileios Lefkopoulos and Maryam Kamgarpour,2021,Automatica,10.1016/j.automatica.2021.109754,https://doi.org/10.1016/j.automatica.2021.109754
Li2024UnravellingUncertainty,article,Unravelling Uncertainty in Trajectory Prediction Using a Non-Parametric Approach,Guopeng Li and Zirui Li and Victor L. Knoop and Hans van Lint,2024,Transportation Research Part C: Emerging Technologies,10.1016/j.trc.2024.104659,https://doi.org/10.1016/j.trc.2024.104659
Hoel2020TacticalUncertainty,inproceedings,Tactical Decision-Making in Autonomous Driving by Reinforcement Learning with Uncertainty Estimation,Carl-Johan Hoel and Krister Wolff and Leo Laine,2020,Proceedings of the IEEE Intelligent Vehicles Symposium,10.1109/iv47402.2020.9304614,https://doi.org/10.1109/IV47402.2020.9304614
Yang2025UncAD,inproceedings,UncAD: Towards Safe End-to-End Autonomous Driving via Online Map Uncertainty,Pengxuan Yang and Yupeng Zheng and Qichao Zhang and Kefei Zhu and Zebin Xing and Qiao Lin and Yun-Fu Liu and Zhiguo Su and Dongbin Zhao,2025,Proceedings of the IEEE International Conference on Robotics and Automation,10.1109/icra55743.2025.11128148,https://doi.org/10.1109/ICRA55743.2025.11128148
Castaneda2023IDBarrier,inproceedings,In-Distribution Barrier Functions: Self-Supervised Policy Filters that Avoid Out-of-Distribution States,Fernando Casta\~neda and Haruki Nishimura and Rowan Thomas McAllister and Koushil Sreenath and Adrien Gaidon,2023,Proceedings of the 5th Annual Learning for Dynamics and Control Conference,,https://proceedings.mlr.press/v211/castaneda23a.html
Hoel2020IntersectionUncertainty,inproceedings,Reinforcement Learning with Uncertainty Estimation for Tactical Decision-Making in Intersections,"Carl-Johan Hoel and Tommy Tram and Jonas Sj\""oberg",2020,Proceedings of the IEEE 23rd International Conference on Intelligent Transportation Systems,10.1109/itsc45102.2020.9294407,https://doi.org/10.1109/ITSC45102.2020.9294407
Wang2022ProbabilisticRiskMetric,article,Probabilistic Risk Metric for Highway Driving Leveraging Multi-Modal Trajectory Predictions,Xinwei Wang and Javier Alonso-Mora and Meng Wang,2022,IEEE Transactions on Intelligent Transportation Systems,10.1109/tits.2022.3164469,https://doi.org/10.1109/TITS.2022.3164469
Shao2023TrafficEnvironment,article,How Does Traffic Environment Quantitatively Affect the Autonomous Driving Prediction?,Wenbo Shao and Yanchao Xu and Jun Li and Chen Lv and Weida Wang and Hong Wang,2023,IEEE Transactions on Intelligent Transportation Systems,10.1109/tits.2023.3278695,https://doi.org/10.1109/TITS.2023.3278695
Barber2023BeyondExchangeability,article,Conformal Prediction Beyond Exchangeability,Rina Foygel Barber and Emmanuel J. Cand`es and Aaditya Ramdas and Ryan J. Tibshirani,2023,The Annals of Statistics,10.1214/23-aos2276,https://doi.org/10.1214/23-AOS2276
Howard2021ConfidenceSequences,article,"Time-Uniform, Nonparametric, Nonasymptotic Confidence Sequences",Steven R. Howard and Aaditya Ramdas and Jon McAuliffe and Jasjeet Sekhon,2021,The Annals of Statistics,10.1214/20-aos1991,https://doi.org/10.1214/20-AOS1991
Zhou2025RobustPredictiveMotion,article,Robust Predictive Motion Planning by Learning Obstacle Uncertainty,"Jian Zhou and Yulong Gao and Ola Johansson and Bj\""orn Olofsson and Erik Frisk",2025,IEEE Transactions on Control Systems Technology,10.1109/tcst.2025.3533378,https://doi.org/10.1109/TCST.2025.3533378
Shao2021RTS,article,Reachability-Based Trajectory Safeguard (RTS): A Safe and Fast Reinforcement Learning Safety Layer for Continuous Control,Yifei Simon Shao and Chao Chen and Shreyas Kousik and Ram Vasudevan,2021,IEEE Robotics and Automation Letters,10.1109/lra.2021.3063989,https://doi.org/10.1109/LRA.2021.3063989
Calinescu2024ControllerSynthesis,article,Controller Synthesis for Autonomous Systems With Deep-Learning Perception Components,Radu Calinescu and Calum Imrie and Ravi Mangal and Gena\'ina Nunes Rodrigues and Corina Pasareanu and Misael Alpizar Santana and Gricel V\'azquez,2024,IEEE Transactions on Software Engineering,10.1109/tse.2024.3385378,https://doi.org/10.1109/TSE.2024.3385378
Li2024SafeMotionPlanningPerception,article,Safe Motion Planning for Autonomous Vehicles by Quantifying Uncertainties of Deep Learning-Enabled Environment Perception,Dachuan Li and Bowen Liu and Zijian Huang and Qi Hao and Dezong Zhao and Bin Tian,2024,IEEE Transactions on Intelligent Vehicles,10.1109/tiv.2023.3297735,https://doi.org/10.1109/TIV.2023.3297735
Casas2021MP3,inproceedings,"MP3: A Unified Model to Map, Perceive, Predict and Plan",Sergio Casas and Abbas Sadat and Raquel Urtasun,2021,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,10.1109/cvpr46437.2021.01417,https://doi.org/10.1109/CVPR46437.2021.01417
Golchoubian2024UncertaintyAwareDRL,article,Uncertainty-Aware DRL for Autonomous Vehicle Crowd Navigation in Shared Space,Mahsa Golchoubian and Moojan Ghafurian and Kerstin Dautenhahn and Nasser Lashgarian Azad,2024,IEEE Transactions on Intelligent Vehicles,10.1109/tiv.2024.3405330,https://doi.org/10.1109/TIV.2024.3405330
Li2024ConflictHorizon,article,How Far Ahead Should Autonomous Vehicles Start Resolving Predicted Conflicts? Exploring Uncertainty-Based Safety-Efficiency Trade-Off,Guopeng Li and Zirui Li and Victor L. Knoop and J. W. C. van Lint,2024,IEEE Transactions on Intelligent Transportation Systems,10.1109/tits.2024.3393641,https://doi.org/10.1109/TITS.2024.3393641
Gao2024MultidimensionalRisk,article,Collision Risk Assessment for Intelligent Vehicles Considering Multi-Dimensional Uncertainties,Zhenhai Gao and Mingxi Bao and Taisong Cui and Fangyuan Shi and Xianqing Chen and Wenhao Wen and Fei Gao and Rui Zhao,2024,IEEE Access,10.1109/access.2024.3354383,https://doi.org/10.1109/ACCESS.2024.3354383
Dietterich2022ConformalMDP,article,Conformal Prediction Intervals for Markov Decision Process Trajectories,Thomas G. Dietterich and Jesse Hostetler,2022,arXiv preprint arXiv:2206.04860,,https://arxiv.org/abs/2206.04860
Doula2025SafePath,article,SafePath: Conformal Prediction for Safe LLM-Based Autonomous Navigation,"Achref Doula and Max M\""uhlh\""auser and Alejandro Sanchez Guinea",2025,arXiv preprint arXiv:2505.09427,,https://arxiv.org/abs/2505.09427
Cai2020AdversarialVAE,inproceedings,Detecting Adversarial Examples in Learning-Enabled Cyber-Physical Systems Using Variational Autoencoder for Regression,Feiyang Cai and Jiani Li and Xenofon Koutsoukos,2020,Proceedings of the IEEE Symposium on Security and Privacy Workshops,10.1109/spw50608.2020.00050,https://doi.org/10.1109/SPW50608.2020.00050
Gibbs2021AdaptiveConformal,inproceedings,Adaptive Conformal Inference Under Distribution Shift,Isaac Gibbs and Emmanuel J. Cand`es,2021,Advances in Neural Information Processing Systems,,https://proceedings.neurips.cc/paper/2021/hash/0d441de75945e5acbc865406fc9a2559-Abstract.html
Khaitan2021SafePlanningControl,article,Safe Planning and Control Under Uncertainty for Self-Driving,Shivesh Khaitan and Qin Lin and John M. Dolan,2021,IEEE Transactions on Vehicular Technology,10.1109/tvt.2021.3108525,https://doi.org/10.1109/TVT.2021.3108525
Wu2023UncertaintyAwareMBRL,article,Uncertainty-Aware Model-Based Reinforcement Learning: Methodology and Application in Autonomous Driving,Jingda Wu and Zhiyu Huang and Chen Lv,2023,IEEE Transactions on Intelligent Vehicles,10.1109/tiv.2022.3185159,https://doi.org/10.1109/TIV.2022.3185159
Cao2024CCTR,inproceedings,CCTR: Calibrating Trajectory Prediction for Uncertainty-Aware Motion Planning in Autonomous Driving,Chengtai Cao and Xinhong Chen and Jianping Wang and Qun Song and Rui Tan and Yung-Hui Li,2024,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v38i19.30085,https://doi.org/10.1609/aaai.v38i19.30085
Oksuz2023SelfAwareDetectors,inproceedings,Towards Building Self-Aware Object Detectors via Reliable Uncertainty Quantification and Calibration,Kemal Oksuz and Tom Joy and Puneet K. Dokania,2023,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,https://openaccess.thecvf.com/content/CVPR2023/html/Oksuz_Towards_Building_Self-Aware_Object_Detectors_via_Reliable_Uncertainty_Quantification_and_CVPR_2023_paper.html
Muthali2023MultiAgentReachability,inproceedings,Multi-Agent Reachability Calibration with Conformal Prediction,Anish Muthali and Haotian Shen and Sampada Deglurkar and Michael H. Lim and Rebecca Roelofs and Aleksandra Faust and Claire Tomlin,2023,Proceedings of the IEEE 62nd Conference on Decision and Control,10.1109/cdc49753.2023.10383723,https://doi.org/10.1109/CDC49753.2023.10383723
Guo2017Calibration,inproceedings,On Calibration of Modern Neural Networks,Chuan Guo and Geoff Pleiss and Yu Sun and Kilian Q. Weinberger,2017,Proceedings of the 34th International Conference on Machine Learning,,https://proceedings.mlr.press/v70/guo17a.html
Kuleshov2018CalibratedRegression,inproceedings,Accurate Uncertainties for Deep Learning Using Calibrated Regression,Volodymyr Kuleshov and Nathan Fenner and Stefano Ermon,2018,Proceedings of the 35th International Conference on Machine Learning,,https://proceedings.mlr.press/v80/kuleshov18a.html
Kibalov2020EgoPoseRisk,inproceedings,Safe Speed Control and Collision Probability Estimation Under Ego-Pose Uncertainty for Autonomous Vehicle,V. Kibalov and O. Shipitko,2020,Proceedings of the IEEE 23rd International Conference on Intelligent Transportation Systems,10.1109/itsc45102.2020.9294531,https://doi.org/10.1109/ITSC45102.2020.9294531
Cai2020Probabilistic,article,Probabilistic End-to-End Vehicle Navigation in Complex Dynamic Environments With Multimodal Sensor Fusion,"Cai, Peide and Wang, Sukai and Sun, Yuxiang and Liu, Ming",2020,IEEE Robotics and Automation Letters,10.1109/lra.2020.2994027,https://doi.org/10.1109/lra.2020.2994027
Wang2024Enhancing,article,Enhancing Safety in Mixed Traffic: Learning-Based Modeling and Efficient Control of Autonomous and Human-Driven Vehicles,J. Wang and Y. V. Pant and L. Zhao and M. Antkiewicz and K. Czarnecki,2024,IEEE Transactions on Intelligent Transportation Systems,10.1109/tits.2024.3384050,https://doi.org/10.1109/tits.2024.3384050
Zhang2026Autonomous,article,Autonomous driving system based on dual process theory and deliberate practice theory,"Zhang, Xiao and Hu, Tianyu and Lyu, Juntao and Liu, Qiankun and Zhao, Qianchuan and Li, Mingyi and Li, Kang and Han, Songde and Chen, Jiansheng and Ma, Huimin",2026,Nature Communications,10.1038/s41467-026-72030-6,https://doi.org/10.1038/s41467-026-72030-6
Huang2026CogDrive,article,CogDrive: Cognition-driven multimodal prediction-planning fusion for safe autonomy,"Huang, Heye and Yang, Yibin and Fan, Mingfeng and Wang, Haoran and Zhao, Xiaocong and Wang, Jianqiang",2026,Communications in Transportation Research,10.26599/commtr.2026.9640016,https://doi.org/10.26599/commtr.2026.9640016
Wen2026Multi,article,Multi-agent Uncertainty-Aware Pessimistic Model-Based Reinforcement Learning for Connected Autonomous Vehicles,"Wen, Ruoqi and Li, Rongpeng and Xu, Xing and Mashhadi, Mahdi Boloursaz and Xiao, Pei and Zhao, Zhifeng",2026,IEEE Transactions on Mobile Computing,10.1109/tmc.2026.3683781,https://doi.org/10.1109/tmc.2026.3683781
